representative,full_name,bioguide_id,party,state,state_abbr,district,district_code,district_key,official_url,Democratic Majority,Not Voting,Present,Republican Majority,Neither,party_split_roll_calls,votes_cast_on_party_split_roll_calls,with_republican_pct,with_democratic_pct,missed_party_split_votes_pct,govtrack_id,icpsr_id,wikidata_id,first_name,last_name,office,address,phone,term_start,term_end
Garbarino,Andrew R. Garbarino,G000597,Republican,NY,NY,2.0,2.0,NY-02,https://garbarino.house.gov,27,11,2,342,0,382,369,92.7,7.3,2.9,456836.0,,Q21257859,Andrew,Garbarino,2344 Rayburn House Office Building,2344 Rayburn House Office Building Washington DC 20515-3202,202-225-7896,2025-01-03,2027-01-03
LaLota,Nick LaLota,L000598,Republican,NY,NY,1.0,1.0,NY-01,https://lalota.house.gov,29,7,0,346,0,382,375,92.3,7.7,1.8,456920.0,,Q115168182,Nicolas,LaLota,122 Cannon House Office Building,122 Cannon House Office Building Washington DC 20515-3201,202-225-3826,2025-01-03,2027-01-03
Langworthy,Nicholas A. Langworthy,L000600,Republican,NY,NY,23.0,23.0,NY-23,https://langworthy.house.gov,10,5,0,367,0,382,377,97.3,2.7,1.3,456927.0,,Q55356856,Nicholas,Langworthy,422 Cannon House Office Building,422 Cannon House Office Building Washington DC 20515-3223,202-225-3161,2025-01-03,2027-01-03
Lawler,Michael Lawler,L000599,Republican,NY,NY,17.0,17.0,NY-17,https://lawler.house.gov,41,7,0,334,0,382,375,89.1,10.9,1.8,456924.0,,Q105179052,Michael,Lawler,324 Cannon House Office Building,324 Cannon House Office Building Washington DC 20515-3217,202-225-6506,2025-01-03,2027-01-03
Malliotakis,Nicole Malliotakis,M000317,Republican,NY,NY,11.0,11.0,NY-11,https://malliotakis.house.gov,26,6,0,350,0,382,376,93.1,6.9,1.6,456837.0,,Q7030112,Nicole,Malliotakis,1124 Longworth House Office Building,1124 Longworth House Office Building Washington DC 20515-3211,202-225-3371,2025-01-03,2027-01-03
Stefanik,Elise M. Stefanik,S001196,Republican,NY,NY,21.0,21.0,NY-21,https://stefanik.house.gov,10,65,0,307,0,382,317,96.8,3.2,17.0,412648.0,21541.0,Q18211057,Elise,Stefanik,2211 Rayburn House Office Building,2211 Rayburn House Office Building Washington DC 20515-3221,202-225-4611,2025-01-03,2027-01-03
Tenney,Claudia Tenney,T000478,Republican,NY,NY,24.0,24.0,NY-24,https://tenney.house.gov,4,2,0,376,0,382,380,98.9,1.1,0.5,412720.0,21749.0,Q5129263,Claudia,Tenney,2230 Rayburn House Office Building,2230 Rayburn House Office Building Washington DC 20515-3224,202-225-3665,2025-01-03,2027-01-03
Balderson,Troy Balderson,B001306,Republican,OH,OH,12.0,12.0,OH-12,https://balderson.house.gov,6,7,0,369,0,382,375,98.4,1.6,1.8,412747.0,21759.0,Q16194422,Troy,Balderson,2429 Rayburn House Office Building,2429 Rayburn House Office Building Washington DC 20515-3512,202-225-5355,2025-01-03,2027-01-03
Carey,Mike Carey,C001126,Republican,OH,OH,15.0,15.0,OH-15,https://carey.house.gov,14,7,0,361,0,382,375,96.3,3.7,1.8,456864.0,,Q108010312,Mike,Carey,1433 Longworth House Office Building,1433 Longworth House Office Building Washington DC 20515-3515,202-225-2015,2025-01-03,2027-01-03
Davidson,Warren Davidson,D000626,Republican,OH,OH,8.0,8.0,OH-08,https://davidson.house.gov,11,4,2,365,0,382,376,97.1,2.9,1.0,412675.0,21564.0,Q24458117,Warren,Davidson,2113 Rayburn House Office Building,2113 Rayburn House Office Building Washington DC 20515-3508,202-225-6205,2025-01-03,2027-01-03
Jordan,Jim Jordan,J000289,Republican,OH,OH,4.0,4.0,OH-04,https://jordan.house.gov,2,10,0,370,0,382,372,99.5,0.5,2.6,412226.0,20738.0,Q186215,Jim,Jordan,2056 Rayburn House Office Building,2056 Rayburn House Office Building Washington DC 20515-3504,202-225-2676,2025-01-03,2027-01-03
Joyce (OH),David P. Joyce,J000295,Republican,OH,OH,14.0,14.0,OH-14,https://joyce.house.gov,27,8,0,347,0,382,374,92.8,7.2,2.1,412566.0,21353.0,Q976778,David,Joyce,2065 Rayburn House Office Building,2065 Rayburn House Office Building Washington DC 20515-3514,202-225-5731,2025-01-03,2027-01-03
Latta,Robert E. Latta,L000566,Republican,OH,OH,5.0,5.0,OH-05,https://latta.house.gov,8,0,0,374,0,382,382,97.9,2.1,0.0,412256.0,20755.0,Q888061,Robert,Latta,2470 Rayburn House Office Building,2470 Rayburn House Office Building Washington DC 20515-3505,202-225-6405,2025-01-03,2027-01-03
Miller (OH),Max L. Miller,M001222,Republican,OH,OH,7.0,7.0,OH-07,https://maxmiller.house.gov,11,20,0,351,0,382,362,97.0,3.0,5.2,456929.0,,Q106522145,Max,Miller,143 Cannon House Office Building,143 Cannon House Office Building Washington DC 20515-3507,202-225-3876,2025-01-03,2027-01-03
Rulli,Michael A. Rulli,R000619,Republican,OH,OH,6.0,6.0,OH-06,https://rulli.house.gov,13,21,0,348,0,382,361,96.4,3.6,5.5,456959.0,,Q63170062,Michael,Rulli,421 Cannon House Office Building,421 Cannon House Office Building Washington DC 20515-3506,202-225-5705,2025-01-03,2027-01-03
Taylor,David J. Taylor,T000490,Republican,OH,OH,2.0,2.0,OH-02,https://taylor.house.gov,7,0,0,375,0,382,382,98.2,1.8,0.0,457014.0,,Q131123679,David,Taylor,325 Cannon House Office Building,325 Cannon House Office Building Washington DC 20515-3502,202-225-3164,2025-01-03,2027-01-03
Turner (OH),Michael R. Turner,T000463,Republican,OH,OH,10.0,10.0,OH-10,https://turner.house.gov,25,7,0,350,0,382,375,93.3,6.7,1.8,400411.0,20342.0,Q505722,Michael,Turner,2183 Rayburn House Office Building,2183 Rayburn House Office Building Washington DC 20515-3510,202-225-6465,2025-01-03,2027-01-03
Bice,Stephanie I. Bice,B000740,Republican,OK,OK,5.0,5.0,OK-05,https://bice.house.gov,12,4,0,366,0,382,378,96.8,3.2,1.0,456841.0,,Q60190894,Stephanie,Bice,2402 Rayburn House Office Building,2402 Rayburn House Office Building Washington DC 20515-3605,202-225-2132,2025-01-03,2027-01-03
Brecheen,Josh Brecheen,B001317,Republican,OK,OK,2.0,2.0,OK-02,https://brecheen.house.gov,7,19,0,356,0,382,363,98.1,1.9,5.0,456931.0,,Q6288704,Josh,Brecheen,351 Cannon House Office Building,351 Cannon House Office Building Washington DC 20515-3602,202-225-2701,2025-01-03,2027-01-03
Cole,Tom Cole,C001053,Republican,OK,OK,4.0,4.0,OK-04,https://cole.house.gov,17,6,0,359,0,382,376,95.5,4.5,1.6,400077.0,20344.0,Q173839,Tom,Cole,2207 Rayburn House Office Building,2207 Rayburn House Office Building Washington DC 20515-3604,202-225-6165,2025-01-03,2027-01-03
Hern (OK),Kevin Hern,H001082,Republican,OK,OK,1.0,1.0,OK-01,https://hern.house.gov,3,7,0,372,0,382,375,99.2,0.8,1.8,412748.0,21760.0,Q58333614,Kevin,Hern,171 Cannon House Office Building,171 Cannon House Office Building Washington DC 20515-3601,202-225-2211,2025-01-03,2027-01-03
Lucas,Frank D. Lucas,L000491,Republican,OK,OK,3.0,3.0,OK-03,https://lucas.house.gov,12,5,0,365,0,382,377,96.8,3.2,1.3,400247.0,29393.0,Q246049,Frank,Lucas,2405 Rayburn House Office Building,2405 Rayburn House Office Building Washington DC 20515-3603,202-225-5565,2025-01-03,2027-01-03
Bentz,Cliff Bentz,B000668,Republican,OR,OR,2.0,2.0,OR-02,https://bentz.house.gov,11,0,0,371,0,382,382,97.1,2.9,0.0,456842.0,,Q5132536,Cliff,Bentz,409 Cannon House Office Building,409 Cannon House Office Building Washington DC 20515-3702,202-225-6730,2025-01-03,2027-01-03
Bresnahan,"Robert P. Bresnahan, Jr.",B001327,Republican,PA,PA,8.0,8.0,PA-08,https://bresnahan.house.gov,29,2,0,351,0,382,380,92.4,7.6,0.5,457018.0,,Q130963821,Robert,Bresnahan,1133 Longworth House Office Building,1133 Longworth House Office Building Washington DC 20515-3808,202-225-5546,2025-01-03,2027-01-03
Fitzpatrick,Brian K. Fitzpatrick,F000466,Republican,PA,PA,1.0,1.0,PA-01,https://fitzpatrick.house.gov,82,5,0,295,0,382,377,78.2,21.8,1.3,412721.0,21718.0,Q27831059,Brian,Fitzpatrick,271 Cannon House Office Building,271 Cannon House Office Building Washington DC 20515-3801,202-225-4276,2025-01-03,2027-01-03
Joyce (PA),John Joyce,J000302,Republican,PA,PA,13.0,13.0,PA-13,https://johnjoyce.house.gov,2,1,0,379,0,382,381,99.5,0.5,0.3,412812.0,21936.0,Q60428839,John,Joyce,2102 Rayburn House Office Building,2102 Rayburn House Office Building Washington DC 20515-3813,202-225-2431,2025-01-03,2027-01-03
Kelly (PA),Mike Kelly,K000376,Republican,PA,PA,16.0,16.0,PA-16,https://kelly.house.gov,8,8,0,366,0,382,374,97.9,2.1,2.1,412465.0,21167.0,Q1431761,Mike,Kelly,1707 Longworth House Office Building,1707 Longworth House Office Building Washington DC 20515-3816,202-225-5406,2025-01-03,2027-01-03
Mackenzie,Ryan Mackenzie,M001230,Republican,PA,PA,7.0,7.0,PA-07,https://mackenzie.house.gov,29,2,0,351,0,382,380,92.4,7.6,0.5,457017.0,,Q7384273,Ryan,Mackenzie,121 Cannon House Office Building,121 Cannon House Office Building Washington DC 20515-3807,202-225-6411,2025-01-03,2027-01-03
Meuser,Daniel Meuser,M001204,Republican,PA,PA,9.0,9.0,PA-09,https://meuser.house.gov,8,20,1,353,0,382,361,97.8,2.2,5.2,412811.0,21945.0,Q5214012,Daniel,Meuser,350 Cannon House Office Building,350 Cannon House Office Building Washington DC 20515-3809,202-225-6511,2025-01-03,2027-01-03
Perry,Scott Perry,P000605,Republican,PA,PA,10.0,10.0,PA-10,https://perry.house.gov,12,6,0,364,0,382,376,96.8,3.2,1.6,412569.0,21356.0,Q7437040,Scott,Perry,2160 Rayburn House Office Building,2160 Rayburn House Office Building Washington DC 20515-3810,202-225-5836,2025-01-03,2027-01-03
Reschenthaler,Guy Reschenthaler,R000610,Republican,PA,PA,14.0,14.0,PA-14,https://reschenthaler.house.gov,3,9,0,370,0,382,373,99.2,0.8,2.4,412813.0,21956.0,Q22096097,Guy,Reschenthaler,2209 Rayburn House Office Building,2209 Rayburn House Office Building Washington DC 20515-3814,202-225-2065,2025-01-03,2027-01-03
Smucker,Lloyd Smucker,S001199,Republican,PA,PA,11.0,11.0,PA-11,https://smucker.house.gov,6,11,0,365,0,382,371,98.4,1.6,2.9,412722.0,21745.0,Q6662742,Lloyd,Smucker,302 Cannon House Office Building,302 Cannon House Office Building Washington DC 20515-3811,202-225-2411,2025-01-03,2027-01-03
Thompson (PA),Glenn Thompson,T000467,Republican,PA,PA,15.0,15.0,PA-15,https://thompson.house.gov,13,4,0,365,0,382,378,96.6,3.4,1.0,412317.0,20946.0,Q1531120,Glenn,Thompson,400 Cannon House Office Building,400 Cannon House Office Building Washington DC 20515-3815,202-225-5121,2025-01-03,2027-01-03
Biggs (SC),Sheri Biggs,B001325,Republican,SC,SC,3.0,3.0,SC-03,https://sheribiggs.house.gov,2,0,0,380,0,382,382,99.5,0.5,0.0,457020.0,,Q130979821,Sheri,Biggs,1530 Longworth House Office Building,1530 Longworth House Office Building Washington DC 20515-4003,202-225-5301,2025-01-03,2027-01-03
Fry,Russell Fry,F000478,Republican,SC,SC,7.0,7.0,SC-07,https://fry.house.gov,6,0,1,375,0,382,381,98.4,1.6,0.0,456938.0,,Q96015883,Russell,Fry,345 Cannon House Office Building,345 Cannon House Office Building Washington DC 20515-4007,202-225-9895,2025-01-03,2027-01-03
Mace,Nancy Mace,M000194,Republican,SC,SC,1.0,1.0,SC-01,https://mace.house.gov,9,39,1,333,0,382,342,97.4,2.6,10.2,456843.0,,Q6962831,Nancy,Mace,1728 Longworth House Office Building,1728 Longworth House Office Building Washington DC 20515-4001,202-225-3176,2025-01-03,2027-01-03
Norman,Ralph Norman,N000190,Republican,SC,SC,5.0,5.0,SC-05,https://norman.house.gov,3,24,0,355,0,382,358,99.2,0.8,6.3,412738.0,21753.0,Q7287914,Ralph,Norman,569 Cannon House Office Building,569 Cannon House Office Building Washington DC 20515-4005,202-225-5501,2025-01-03,2027-01-03
Timmons,William R. Timmons IV,T000480,Republican,SC,SC,4.0,4.0,SC-04,https://timmons.house.gov,3,5,0,374,0,382,377,99.2,0.8,1.3,412815.0,21974.0,Q28837296,William,Timmons,267 Cannon House Office Building,267 Cannon House Office Building Washington DC 20515-4004,202-225-6030,2025-01-03,2027-01-03
Wilson (SC),Joe Wilson,W000795,Republican,SC,SC,2.0,2.0,SC-02,https://joewilson.house.gov,3,21,0,358,0,382,361,99.2,0.8,5.5,400433.0,20138.0,Q928855,Joe,Wilson,1436 Longworth House Office Building,1436 Longworth House Office Building Washington DC 20515-4002,202-225-2452,2025-01-03,2027-01-03
Johnson (SD),Dusty Johnson,J000301,Republican,SD,SD,0.0,0.0,SD-00,https://dustyjohnson.house.gov,3,3,0,376,0,382,379,99.2,0.8,0.8,412816.0,21935.0,Q30015838,Dusty,Johnson,1714 Longworth House Office Building,1714 Longworth House Office Building Washington DC 20515-4100,202-225-2801,2025-01-03,2027-01-03
Burchett,Tim Burchett,B001309,Republican,TN,TN,2.0,2.0,TN-02,https://burchett.house.gov,12,11,0,359,0,382,371,96.8,3.2,2.9,412817.0,21905.0,Q7803244,Tim,Burchett,1122 Longworth House Office Building,1122 Longworth House Office Building Washington DC 20515-4202,202-225-5435,2025-01-03,2027-01-03
DesJarlais,Scott DesJarlais,D000616,Republican,TN,TN,4.0,4.0,TN-04,https://desjarlais.house.gov,4,14,0,364,0,382,368,98.9,1.1,3.7,412477.0,21179.0,Q2260839,Scott,DesJarlais,2304 Rayburn House Office Building,2304 Rayburn House Office Building Washington DC 20515-4204,202-225-6831,2025-01-03,2027-01-03
Fleischmann,"Charles J. ""Chuck"" Fleischmann",F000459,Republican,TN,TN,3.0,3.0,TN-03,https://fleischmann.house.gov,12,1,0,369,0,382,381,96.9,3.1,0.3,412476.0,21178.0,Q521959,Charles,Fleischmann,2187 Rayburn House Office Building,2187 Rayburn House Office Building Washington DC 20515-4203,202-225-3271,2025-01-03,2027-01-03
Green (TN),,,Republican,TN,TN,,,,,0,24,0,111,0,135,111,100.0,0.0,17.8,,,,,,,,,,
Harshbarger,Diana Harshbarger,H001086,Republican,TN,TN,1.0,1.0,TN-01,https://harshbarger.house.gov,3,4,0,375,0,382,378,99.2,0.8,1.0,456844.0,,Q101197341,Diana,Harshbarger,167 Cannon House Office Building,167 Cannon House Office Building Washington DC 20515-4201,202-225-6356,2025-01-03,2027-01-03
Kustoff,David Kustoff,K000392,Republican,TN,TN,8.0,8.0,TN-08,https://kustoff.house.gov,6,3,0,373,0,382,379,98.4,1.6,0.8,412724.0,21731.0,Q26923148,David,Kustoff,560 Cannon House Office Building,560 Cannon House Office Building Washington DC 20515-4208,202-225-4714,2025-01-03,2027-01-03
Ogles,Andrew Ogles,O000175,Republican,TN,TN,5.0,5.0,TN-05,https://ogles.house.gov,7,17,0,358,0,382,365,98.1,1.9,4.5,456939.0,,Q111623114,Andrew,Ogles,151 Cannon House Office Building,151 Cannon House Office Building Washington DC 20515-4205,202-225-4311,2025-01-03,2027-01-03
Rose,John W. Rose,R000612,Republican,TN,TN,6.0,6.0,TN-06,https://johnrose.house.gov,5,8,0,369,0,382,374,98.7,1.3,2.1,412818.0,21959.0,Q33044040,John,Rose,2238 Rayburn House Office Building,2238 Rayburn House Office Building Washington DC 20515-4206,202-225-4231,2025-01-03,2027-01-03
Van Epps,,,Republican,TN,TN,,,,,1,0,0,172,0,173,173,99.4,0.6,0.0,,,,,,,,,,
Arrington,Jodey C. Arrington,A000375,Republican,TX,TX,19.0,19.0,TX-19,https://arrington.house.gov,3,11,0,368,0,382,371,99.2,0.8,2.9,412726.0,21700.0,Q6207815,Jodey,Arrington,1111 Longworth House Office Building,1111 Longworth House Office Building Washington DC 20515-4319,202-225-4005,2025-01-03,2027-01-03
Babin,Brian Babin,B001291,Republican,TX,TX,36.0,36.0,TX-36,https://babin.house.gov,4,7,0,371,0,382,375,98.9,1.1,1.8,412655.0,21551.0,Q16979824,Brian,Babin,2236 Rayburn House Office Building,2236 Rayburn House Office Building Washington DC 20515-4336,202-225-1555,2025-01-03,2027-01-03
Carter (TX),John R. Carter,C001051,Republican,TX,TX,31.0,31.0,TX-31,https://carter.house.gov,8,3,0,371,0,382,379,97.9,2.1,0.8,400068.0,20356.0,Q369814,John,Carter,2208 Rayburn House Office Building,2208 Rayburn House Office Building Washington DC 20515-4331,202-225-3864,2025-01-03,2027-01-03
Cloud,Michael Cloud,C001115,Republican,TX,TX,27.0,27.0,TX-27,https://cloud.house.gov,8,3,0,371,0,382,379,97.9,2.1,0.8,412746.0,21758.0,Q55313952,Michael,Cloud,304 Cannon House Office Building,304 Cannon House Office Building Washington DC 20515-4327,202-225-7742,2025-01-03,2027-01-03
Crenshaw,Dan Crenshaw,C001120,Republican,TX,TX,2.0,2.0,TX-02,https://crenshaw.house.gov,3,32,0,347,0,382,350,99.1,0.9,8.4,412820.0,21911.0,Q58301995,Dan,Crenshaw,248 Cannon House Office Building,248 Cannon House Office Building Washington DC 20515-4302,202-225-6565,2025-01-03,2027-01-03
De La Cruz,,,Republican,TX,TX,,,,,4,20,0,358,0,382,362,98.9,1.1,5.2,,,,,,,,,,
Ellzey,Jake Ellzey,E000071,Republican,TX,TX,6.0,6.0,TX-06,https://ellzey.house.gov,14,2,0,366,0,382,380,96.3,3.7,0.5,456862.0,,Q105061782,Jake,Ellzey,1721 Longworth House Office Building,1721 Longworth House Office Building Washington DC 20515-4306,202-225-2002,2025-01-03,2027-01-03
Fallon,Pat Fallon,F000246,Republican,TX,TX,4.0,4.0,TX-04,https://fallon.house.gov,2,4,0,376,0,382,378,99.5,0.5,1.0,456845.0,,Q16196923,Patrick,Fallon,2416 Rayburn House Office Building,2416 Rayburn House Office Building Washington DC 20515-4304,202-225-6673,2025-01-03,2027-01-03
Gill (TX),Brandon Gill,G000603,Republican,TX,TX,26.0,26.0,TX-26,https://gill.house.gov,5,5,0,372,0,382,377,98.7,1.3,1.3,457023.0,,Q124753679,Brandon,Gill,1305 Longworth House Office Building,1305 Longworth House Office Building Washington DC 20515-4326,202-225-7772,2025-01-03,2027-01-03
Goldman (TX),Craig A. Goldman,G000601,Republican,TX,TX,12.0,12.0,TX-12,https://craiggoldman.house.gov,2,0,0,380,0,382,382,99.5,0.5,0.0,457021.0,,Q16199453,Craig,Goldman,1716 Longworth House Office Building,1716 Longworth House Office Building Washington DC 20515-4312,202-225-5071,2025-01-03,2027-01-03
"Gonzales, Tony",,,Republican,TX,TX,,,,,3,34,0,299,0,336,302,99.0,1.0,10.1,,,,,,,,,,
Gooden,Lance Gooden,G000589,Republican,TX,TX,5.0,5.0,TX-05,https://gooden.house.gov,4,0,0,378,0,382,382,99.0,1.0,0.0,412822.0,21925.0,Q6483406,Lance,Gooden,2431 Rayburn House Office Building,2431 Rayburn House Office Building Washington DC 20515-4305,202-225-3484,2025-01-03,2027-01-03
Hunt,Wesley Hunt,H001095,Republican,TX,TX,38.0,38.0,TX-38,https://hunt.house.gov,2,91,0,289,0,382,291,99.3,0.7,23.8,456946.0,,Q110434665,Wesley,Hunt,1520 Longworth House Office Building,1520 Longworth House Office Building Washington DC 20515-0001,202-225-5646,2025-01-03,2027-01-03
Jackson (TX),Ronny Jackson,J000304,Republican,TX,TX,13.0,13.0,TX-13,https://jackson.house.gov,3,8,0,371,0,382,374,99.2,0.8,2.1,456847.0,,Q47270118,Ronny,Jackson,125 Cannon House Office Building,125 Cannon House Office Building Washington DC 20515-4313,202-225-3706,2025-01-03,2027-01-03
Luttrell,Morgan Luttrell,L000603,Republican,TX,TX,8.0,8.0,TX-08,https://luttrell.house.gov,6,2,0,374,0,382,380,98.4,1.6,0.5,456942.0,,Q115137460,Morgan,Luttrell,444 Cannon House Office Building,444 Cannon House Office Building Washington DC 20515-4308,202-225-4901,2025-01-03,2027-01-03
McCaul,Michael T. McCaul,M001157,Republican,TX,TX,10.0,10.0,TX-10,https://mccaul.house.gov,14,31,0,337,0,382,351,96.0,4.0,8.1,400654.0,20530.0,Q539509,Michael,McCaul,2300 Rayburn House Office Building,2300 Rayburn House Office Building Washington DC 20515-4310,202-225-2401,2025-01-03,2027-01-03
Moran,Nathaniel Moran,M001224,Republican,TX,TX,1.0,1.0,TX-01,https://moran.house.gov,3,2,1,376,0,382,379,99.2,0.8,0.5,456940.0,,Q115137468,Nathaniel,Moran,1605 Longworth House Office Building,1605 Longworth House Office Building Washington DC 20515-4301,202-225-3035,2025-01-03,2027-01-03
Nehls,Troy E. Nehls,N000026,Republican,TX,TX,22.0,22.0,TX-22,https://nehls.house.gov,3,20,0,359,0,382,362,99.2,0.8,5.2,456848.0,,Q96741441,Troy,Nehls,1104 Longworth House Office Building,1104 Longworth House Office Building Washington DC 20515-4322,202-225-5951,2025-01-03,2027-01-03
Pfluger,August Pfluger,P000048,Republican,TX,TX,11.0,11.0,TX-11,https://pfluger.house.gov,4,2,0,376,0,382,380,98.9,1.1,0.5,456846.0,,Q101196462,August,Pfluger,2202 Rayburn House Office Building,2202 Rayburn House Office Building Washington DC 20515-4311,202-225-3605,2025-01-03,2027-01-03
Roy,Chip Roy,R000614,Republican,TX,TX,21.0,21.0,TX-21,https://roy.house.gov,11,11,0,360,0,382,371,97.0,3.0,2.9,412826.0,21961.0,Q58333615,Chip,Roy,103 Cannon House Office Building,103 Cannon House Office Building Washington DC 20515-4321,202-225-4236,2025-01-03,2027-01-03
Self,Keith Self,S001224,Republican,TX,TX,3.0,3.0,TX-03,https://keithself.house.gov,10,7,0,365,0,382,375,97.3,2.7,1.8,456941.0,,Q115137462,Keith,Self,1030 Longworth House Office Building,1030 Longworth House Office Building Washington DC 20515-4303,202-225-4201,2025-01-03,2027-01-03
Sessions,Pete Sessions,S000250,Republican,TX,TX,17.0,17.0,TX-17,https://sessions.house.gov,5,1,0,376,0,382,381,98.7,1.3,0.3,400367.0,29759.0,Q437852,Pete,Sessions,2204 Rayburn House Office Building,2204 Rayburn House Office Building Washington DC 20515-4317,202-225-6105,2025-01-03,2027-01-03
Van Duyne,,,Republican,TX,TX,,,,,3,1,0,378,0,382,381,99.2,0.8,0.3,,,,,,,,,,
Weber (TX),"Randy K. Weber, Sr.",W000814,Republican,TX,TX,14.0,14.0,TX-14,https://weber.house.gov,1,8,0,373,0,382,374,99.7,0.3,2.1,412574.0,21360.0,Q4014569,Randy,Weber,107 Cannon House Office Building,107 Cannon House Office Building Washington DC 20515-4314,202-225-2831,2025-01-03,2027-01-03
Williams (TX),Roger Williams,W000816,Republican,TX,TX,25.0,25.0,TX-25,https://williams.house.gov,6,13,0,363,0,382,369,98.4,1.6,3.4,412578.0,21364.0,Q4014560,Roger,Williams,2336 Rayburn House Office Building,2336 Rayburn House Office Building Washington DC 20515-4325,202-225-9896,2025-01-03,2027-01-03
Kennedy (UT),Mike Kennedy,K000403,Republican,UT,UT,3.0,3.0,UT-03,https://mikekennedy.house.gov,4,4,0,374,0,382,378,98.9,1.1,1.0,457025.0,,Q16730723,Mike,Kennedy,1626 Longworth House Office Building,1626 Longworth House Office Building Washington DC 20515-4403,202-225-7751,2025-01-03,2027-01-03
Maloy,Celeste Maloy,M001228,Republican,UT,UT,2.0,2.0,UT-02,https://maloy.house.gov,16,3,0,363,0,382,379,95.8,4.2,0.8,456956.0,,Q119578731,Celeste,Maloy,249 Cannon House Office Building,249 Cannon House Office Building Washington DC 20515-4402,202-225-9730,2025-01-03,2027-01-03
Moore (UT),Blake D. Moore,M001213,Republican,UT,UT,1.0,1.0,UT-01,https://blakemoore.house.gov,9,1,0,372,0,382,381,97.6,2.4,0.3,456851.0,,Q101196971,Blake,Moore,1131 Longworth House Office Building,1131 Longworth House Office Building Washington DC 20515-4401,202-225-0453,2025-01-03,2027-01-03
Owens,Burgess Owens,O000086,Republican,UT,UT,4.0,4.0,UT-04,https://owens.house.gov,10,5,0,367,0,382,377,97.3,2.7,1.3,456852.0,,Q4998602,Clarence,Owens,309 Cannon House Office Building,309 Cannon House Office Building Washington DC 20515-4404,202-225-3011,2025-01-03,2027-01-03
Cline,Ben Cline,C001118,Republican,VA,VA,6.0,6.0,VA-06,https://cline.house.gov,3,2,0,377,0,382,380,99.2,0.8,0.5,412832.0,21908.0,Q4885439,Ben,Cline,2443 Rayburn House Office Building,2443 Rayburn House Office Building Washington DC 20515-4606,202-225-5431,2025-01-03,2027-01-03
Griffith,H. Morgan Griffith,G000568,Republican,VA,VA,9.0,9.0,VA-09,https://morgangriffith.house.gov,11,0,1,370,0,382,381,97.1,2.9,0.0,412485.0,21191.0,Q1684857,H.,Griffith,2110 Rayburn House Office Building,2110 Rayburn House Office Building Washington DC 20515-4609,202-225-3861,2025-01-03,2027-01-03
Kiggans (VA),Jennifer A. Kiggans,K000399,Republican,VA,VA,2.0,2.0,VA-02,https://kiggans.house.gov,20,2,0,360,0,382,380,94.7,5.3,0.5,456947.0,,Q83119566,Jennifer,Kiggans,152 Cannon House Office Building,152 Cannon House Office Building Washington DC 20515-4602,202-225-4215,2025-01-03,2027-01-03
McGuire,John J. McGuire III,M001239,Republican,VA,VA,5.0,5.0,VA-05,https://mcguire.house.gov,3,1,0,378,0,382,381,99.2,0.8,0.3,457026.0,,Q47545631,John,McGuire,1013 Longworth House Office Building,1013 Longworth House Office Building Washington DC 20515-4605,202-225-4711,2025-01-03,2027-01-03
Wittman,Robert J. Wittman,W000804,Republican,VA,VA,1.0,1.0,VA-01,https://wittman.house.gov,9,10,0,363,0,382,372,97.6,2.4,2.6,412255.0,20756.0,Q541251,Robert,Wittman,2055 Rayburn House Office Building,2055 Rayburn House Office Building Washington DC 20515-4601,202-225-4261,2025-01-03,2027-01-03
Baumgartner,Michael Baumgartner,B001322,Republican,WA,WA,5.0,5.0,WA-05,https://baumgartner.house.gov,5,6,0,371,0,382,376,98.7,1.3,1.6,457029.0,,Q6828508,Michael,Baumgartner,124 Cannon House Office Building,124 Cannon House Office Building Washington DC 20515-4705,202-225-2006,2025-01-03,2027-01-03
Newhouse,Dan Newhouse,N000189,Republican,WA,WA,4.0,4.0,WA-04,https://newhouse.house.gov,18,7,0,357,0,382,375,95.2,4.8,1.8,412660.0,21556.0,Q16733285,Dan,Newhouse,460 Cannon House Office Building,460 Cannon House Office Building Washington DC 20515-4704,202-225-5816,2025-01-03,2027-01-03
Fitzgerald,Scott Fitzgerald,F000471,Republican,WI,WI,5.0,5.0,WI-05,https://fitzgerald.house.gov,3,3,0,376,0,382,379,99.2,0.8,0.8,456855.0,,Q7436650,Scott,Fitzgerald,2444 Rayburn House Office Building,2444 Rayburn House Office Building Washington DC 20515-4905,202-225-5101,2025-01-03,2027-01-03
Grothman,Glenn Grothman,G000576,Republican,WI,WI,6.0,6.0,WI-06,https://grothman.house.gov,1,8,0,373,0,382,374,99.7,0.3,2.1,412661.0,21559.0,Q5568836,Glenn,Grothman,1211 Longworth House Office Building,1211 Longworth House Office Building Washington DC 20515-4906,202-225-2476,2025-01-03,2027-01-03
Steil,Bryan Steil,S001213,Republican,WI,WI,1.0,1.0,WI-01,https://steil.house.gov,4,3,0,375,0,382,379,98.9,1.1,0.8,412836.0,21970.0,Q58494431,Bryan,Steil,1526 Longworth House Office Building,1526 Longworth House Office Building Washington DC 20515-4901,202-225-3031,2025-01-03,2027-01-03
Tiffany,Thomas P. Tiffany,T000165,Republican,WI,WI,7.0,7.0,WI-07,https://tiffany.house.gov,3,9,0,370,0,382,373,99.2,0.8,2.4,456791.0,,Q7817838,Thomas,Tiffany,451 Cannon House Office Building,451 Cannon House Office Building Washington DC 20515-4907,202-225-3365,2025-01-03,2027-01-03
